,Dept,Size,IsHoliday,MarkDown3,Month,A,B,C
6726,48,155083,False,0.0,1,1,0,0
6727,2,123737,False,0.0,1,0,1,0
6728,22,203742,False,0.0,1,1,0,0
6729,95,126512,False,0.0,1,0,1,0
6730,7,125833,False,0.0,1,0,1,0
6731,31,203007,False,0.0,1,1,0,0
6732,8,39910,False,0.0,1,1,0,0
6733,71,103681,False,0.0,1,0,1,0
6734,83,39690,False,0.0,1,1,0,0
6735,81,41062,False,0.0,1,0,0,1
6736,42,128107,False,0.0,1,0,1,0
6737,44,202307,False,0.0,1,1,0,0
6738,14,39690,False,0.0,1,0,0,1
6739,98,202505,False,0.0,1,1,0,0
6740,17,203819,False,0.0,1,1,0,0
6741,82,39690,False,0.0,1,1,0,0
6742,4,200898,False,0.0,1,1,0,0
6743,72,207499,False,0.0,1,1,0,0
6744,42,155078,False,0.0,1,1,0,0
6745,55,120653,False,0.0,1,0,1,0
6746,7,196321,False,0.0,1,1,0,0
6747,90,37392,False,0.0,1,0,1,0
6748,16,39690,False,0.0,1,0,0,1
6749,6,200898,False,0.0,1,1,0,0
6750,52,206302,False,0.0,1,1,0,0
6751,2,184109,False,0.0,1,1,0,0
6752,37,128107,False,0.0,1,0,1,0
6753,34,203007,False,0.0,1,1,0,0
6754,21,203819,False,0.0,1,1,0,0
6755,52,155083,False,0.0,1,1,0,0
6756,16,203742,False,0.0,1,1,0,0
6757,58,120653,False,0.0,1,0,1,0
6758,72,103681,False,0.0,1,0,1,0
6759,79,39690,False,0.0,1,1,0,0
6760,97,200898,False,0.0,1,1,0,0
6761,35,93638,False,0.0,1,0,1,0
6762,7,39910,False,0.0,1,1,0,0
6763,54,206302,False,0.0,1,1,0,0
6764,5,125833,False,0.0,1,0,1,0
6765,67,207499,False,0.0,1,1,0,0
6766,67,118221,False,0.0,1,0,1,0
6767,91,39910,False,0.0,1,0,0,1
6768,31,184109,False,0.0,1,1,0,0
6769,97,126512,False,0.0,1,0,1,0
6770,36,93638,False,0.0,1,0,1,0
6771,19,203742,False,0.0,1,1,0,0
6772,38,93638,False,0.0,1,0,1,0
6773,6,125833,False,0.0,1,0,1,0
6774,71,207499,False,0.0,1,1,0,0
6775,38,128107,False,0.0,1,0,1,0
6776,97,202505,False,0.0,1,1,0,0
6777,56,120653,False,0.0,1,0,1,0
6778,18,203742,False,0.0,1,1,0,0
6779,4,39910,False,0.0,1,0,0,1
6780,80,39690,False,0.0,1,1,0,0
6781,51,155083,False,0.0,1,1,0,0
6782,98,200898,False,0.0,1,1,0,0
6783,20,203819,False,0.0,1,1,0,0
6784,79,39690,False,0.0,1,0,0,1
6785,30,184109,False,0.0,1,1,0,0
6786,17,203742,False,0.0,1,1,0,0
6787,24,34875,False,0.0,1,0,1,0
6788,33,203007,False,0.0,1,1,0,0
6789,12,37392,False,0.0,1,0,1,0
6790,29,202505,False,0.0,1,1,0,0
6791,90,219622,False,0.0,1,1,0,0
6792,8,196321,False,0.0,1,1,0,0
6793,59,205863,False,0.0,1,1,0,0
6794,27,203007,False,0.0,1,1,0,0
6795,2,70713,False,0.0,1,0,1,0
6796,5,123737,False,0.0,1,0,1,0
6797,81,39690,False,0.0,1,0,0,1
6798,41,206302,False,0.0,1,1,0,0
6799,44,93638,False,0.0,1,0,1,0
6800,67,103681,False,0.0,1,0,1,0
6801,91,39690,False,0.0,1,1,0,0
6802,92,126512,False,0.0,1,0,1,0
6803,24,205863,False,0.0,1,1,0,0
6804,18,39910,False,0.0,1,0,0,1
6805,42,93638,False,0.0,1,0,1,0
6806,49,128107,False,0.0,1,0,1,0
6807,42,120653,False,0.0,1,0,1,0
6808,1,200898,False,0.0,1,1,0,0
6809,54,37392,False,0.0,1,0,1,0
6810,42,206302,False,0.0,1,1,0,0
6811,82,39910,False,0.0,1,0,0,1
6812,91,37392,False,0.0,1,0,1,0
6813,80,207499,False,0.0,1,1,0,0
6814,27,203742,False,0.0,1,1,0,0
6815,41,120653,False,0.0,1,0,1,0
6816,45,155083,False,0.0,1,1,0,0
6817,38,151315,False,0.0,1,1,0,0
6818,6,123737,False,0.0,1,0,1,0
6819,28,203742,False,0.0,1,1,0,0
6820,8,151315,False,0.0,1,1,0,0
6821,92,39690,False,0.0,1,1,0,0
6822,38,118221,False,0.0,1,0,1,0
6823,80,41062,False,0.0,1,0,0,1
6824,40,206302,False,0.0,1,1,0,0
6825,9,125833,False,0.0,1,0,1,0
6826,98,219622,False,0.0,1,1,0,0
6827,11,203819,False,0.0,1,1,0,0
6828,50,128107,False,0.0,1,0,1,0
6829,80,205863,False,0.0,1,1,0,0
6830,13,37392,False,0.0,1,0,1,0
6831,13,39690,False,0.0,1,0,0,1
6832,25,202505,False,0.0,1,1,0,0
6833,38,155078,False,0.0,1,1,0,0
6834,12,203819,False,0.0,1,1,0,0
6835,71,118221,False,0.0,1,0,1,0
6836,13,203819,False,0.0,1,1,0,0
6837,32,184109,False,0.0,1,1,0,0
6838,46,155083,False,0.0,1,1,0,0
6839,5,39910,False,0.0,1,0,0,1
6840,14,203819,False,0.0,1,1,0,0
6841,40,93638,False,0.0,1,0,1,0
6842,87,39690,False,0.0,1,1,0,0
6843,3,123737,False,0.0,1,0,1,0
6844,8,125833,False,0.0,1,0,1,0
6845,41,155078,False,0.0,1,1,0,0
6846,23,203742,False,0.0,1,1,0,0
6847,94,126512,False,0.0,1,0,1,0
6848,80,39690,False,0.0,1,0,0,1
6849,56,202307,False,0.0,1,1,0,0
6850,44,128107,False,0.0,1,0,1,0
6851,25,151315,False,0.0,1,1,0,0
6852,30,203007,False,0.0,1,1,0,0
6853,21,202307,False,0.0,1,1,0,0
6854,27,202505,False,0.0,1,1,0,0
6855,74,207499,False,0.0,1,1,0,0
6856,49,120653,False,0.0,1,0,1,0
6857,3,200898,False,0.0,1,1,0,0
6858,44,206302,False,0.0,1,1,0,0
6859,16,203819,False,0.0,1,1,0,0
6860,4,118221,False,0.0,1,0,1,0
6861,46,120653,False,0.0,1,0,1,0
6862,26,203742,False,0.0,1,1,0,0
6863,44,120653,False,0.0,1,0,1,0
6864,28,203007,False,0.0,1,1,0,0
6865,4,123737,False,0.0,1,0,1,0
6866,25,203742,False,0.0,1,1,0,0
6867,93,126512,False,0.0,1,0,1,0
6868,1,37392,False,0.0,1,0,1,0
6869,79,207499,False,0.0,1,1,0,0
6870,26,202505,False,0.0,1,1,0,0
6871,29,203007,False,0.0,1,1,0,0
6872,40,155078,False,0.0,1,1,0,0
6873,9,196321,False,0.0,1,1,0,0
6874,1,70713,False,0.0,1,0,1,0
6875,41,93638,False,0.0,1,0,1,0
6876,11,202307,False,0.0,1,1,0,0
6877,90,39690,False,0.0,1,1,0,0
6878,98,39690,False,0.0,1,0,0,1
6879,46,128107,False,0.0,1,0,1,0
6880,2,200898,False,0.0,1,1,0,0
6881,24,203742,False,0.0,1,1,0,0
6882,3,158114,False,0.0,1,1,0,0
6883,36,184109,False,0.0,1,1,0,0
6884,14,123737,False,0.0,1,0,1,0
6885,33,118221,False,0.0,1,0,1,0
6886,35,205863,False,0.0,1,1,0,0
6887,79,114533,False,0.0,1,0,1,0
6888,1,112238,False,0.0,1,0,1,0
6889,11,202505,False,0.0,1,1,0,0
6890,52,103681,False,0.0,1,0,1,0
6891,16,158114,False,0.0,1,1,0,0
6892,71,219622,False,0.0,1,1,0,0
6893,44,37392,False,0.0,1,0,1,0
6894,96,202307,False,0.0,1,1,0,0
6895,14,158114,False,0.0,1,1,0,0
6896,87,39690,False,0.0,1,0,0,1
6897,12,39910,False,0.0,1,0,0,1
6898,5,120653,False,0.0,1,0,1,0
6899,5,203007,False,0.0,1,1,0,0
6900,2,152513,False,0.0,1,1,0,0
6901,80,118221,False,0.0,1,0,1,0
6902,17,39910,False,0.0,1,1,0,0
6903,79,203742,False,0.0,1,1,0,0
6904,58,126512,False,0.0,1,0,1,0
6905,28,155078,False,0.0,1,1,0,0
6906,26,123737,False,0.0,1,0,1,0
6907,83,93638,False,0.0,1,0,1,0
6908,17,158114,False,0.0,1,1,0,0
6909,8,118221,False,0.0,1,0,1,0
6910,2,112238,False,0.0,1,0,1,0
6911,22,206302,False,0.0,1,1,0,0
6912,13,151315,False,0.0,1,1,0,0
6913,21,125833,False,0.0,1,0,1,0
6914,67,219622,False,0.0,1,1,0,0
6915,7,39690,False,0.0,1,0,0,1
6916,3,120653,False,0.0,1,0,1,0
6917,26,34875,False,0.0,1,0,1,0
6918,22,196321,False,0.0,1,1,0,0
6919,4,203007,False,0.0,1,1,0,0
6920,80,203742,False,0.0,1,1,0,0
6921,3,152513,False,0.0,1,1,0,0
6922,74,114533,False,0.0,1,0,1,0
6923,17,37392,False,0.0,1,0,1,0
6924,16,70713,False,0.0,1,0,1,0
6925,4,120653,False,0.0,1,0,1,0
6926,83,39910,False,0.0,1,0,0,1
6927,82,93638,False,0.0,1,0,1,0
6928,6,120653,False,0.0,1,0,1,0
6929,21,196321,False,0.0,1,1,0,0
6930,10,39910,False,0.0,1,0,0,1
6931,29,155078,False,0.0,1,1,0,0
6932,98,207499,False,0.0,1,1,0,0
6933,80,93638,False,0.0,1,0,1,0
6934,24,206302,False,0.0,1,1,0,0
6935,67,41062,False,0.0,1,0,0,1
6936,22,205863,False,0.0,1,1,0,0
6937,91,39910,False,0.0,1,0,0,1
6938,7,203007,False,0.0,1,1,0,0
6939,74,219622,False,0.0,1,1,0,0
6940,40,151315,False,0.0,1,1,0,0
6941,60,126512,False,0.0,1,0,1,0
6942,82,114533,False,0.0,1,0,1,0
6943,7,118221,False,0.0,1,0,1,0
6944,8,120653,False,0.0,1,0,1,0
6945,97,128107,False,0.0,1,0,1,0
6946,13,70713,False,0.0,1,0,1,0
6947,13,202505,False,0.0,1,1,0,0
6948,67,203742,False,0.0,1,1,0,0
6949,81,114533,False,0.0,1,0,1,0
6950,4,152513,False,0.0,1,1,0,0
6951,24,123737,False,0.0,1,0,1,0
6952,71,203742,False,0.0,1,1,0,0
6953,25,123737,False,0.0,1,0,1,0
6954,56,205863,False,0.0,1,1,0,0
6955,74,203742,False,0.0,1,1,0,0
6956,23,206302,False,0.0,1,1,0,0
6957,80,114533,False,0.0,1,0,1,0
6958,20,125833,False,0.0,1,0,1,0
6959,42,184109,False,0.0,1,1,0,0
6960,59,126512,False,0.0,1,0,1,0
6961,1,152513,False,0.0,1,1,0,0
6962,14,70713,False,0.0,1,0,1,0
6963,81,93638,False,0.0,1,0,1,0
6964,12,202505,False,0.0,1,1,0,0
6965,98,128107,False,0.0,1,0,1,0
6966,72,219622,False,0.0,1,1,0,0
6967,7,120653,False,0.0,1,0,1,0
6968,34,155083,False,0.0,1,1,0,0
6969,72,203742,False,0.0,1,1,0,0
6970,95,151315,False,0.0,1,1,0,0
6971,6,203007,False,0.0,1,1,0,0
6972,13,158114,False,0.0,1,1,0,0
6973,83,114533,False,0.0,1,0,1,0
6974,56,126512,False,0.0,1,0,1,0
6975,81,203742,False,0.0,1,1,0,0
6976,8,152513,False,0.0,1,1,0,0
6977,90,203742,False,0.0,1,1,0,0
6978,19,206302,False,0.0,1,1,0,0
6979,23,125833,False,0.0,1,0,1,0
6980,1,203007,False,0.0,1,1,0,0
6981,59,114533,False,0.0,1,0,1,0
6982,5,39690,False,0.0,1,0,0,1
6983,95,93188,False,0.0,1,0,1,0
6984,83,39690,False,0.0,1,0,0,1
6985,58,219622,False,0.0,1,1,0,0
6986,18,70713,False,0.0,1,0,1,0
6987,9,202505,False,0.0,1,1,0,0
6988,7,152513,False,0.0,1,1,0,0
6989,26,155078,False,0.0,1,1,0,0
6990,11,39910,False,0.0,1,0,0,1
6991,90,93638,False,0.0,1,0,1,0
6992,87,203742,False,0.0,1,1,0,0
6993,16,34875,False,0.0,1,0,1,0
6994,54,126512,False,0.0,1,0,1,0
6995,6,34875,False,0.0,1,0,1,0
6996,59,41062,False,0.0,1,0,0,1
6997,30,123737,False,0.0,1,0,1,0
6998,8,202505,False,0.0,1,1,0,0
6999,92,39690,False,0.0,1,0,0,1
7000,25,155078,False,0.0,1,1,0,0
7001,40,202307,False,0.0,1,1,0,0
7002,91,93638,False,0.0,1,0,1,0
7003,52,126512,False,0.0,1,0,1,0
7004,82,39910,False,0.0,1,0,0,1
7005,93,39910,False,0.0,1,0,0,1
7006,21,158114,False,0.0,1,1,0,0
7007,56,219622,False,0.0,1,1,0,0
7008,93,93188,False,0.0,1,0,1,0
7009,58,114533,False,0.0,1,0,1,0
7010,19,70713,False,0.0,1,0,1,0
7011,60,202307,False,0.0,1,1,0,0
7012,91,203742,False,0.0,1,1,0,0
7013,94,93188,False,0.0,1,0,1,0
7014,24,196321,False,0.0,1,1,0,0
7015,5,112238,False,0.0,1,0,1,0
7016,9,152513,False,0.0,1,1,0,0
7017,29,123737,False,0.0,1,0,1,0
7018,4,112238,False,0.0,1,0,1,0
7019,87,93638,False,0.0,1,0,1,0
7020,11,39910,False,0.0,1,0,0,1
7021,44,184109,False,0.0,1,1,0,0
7022,17,70713,False,0.0,1,0,1,0
7023,85,39690,False,0.0,1,0,0,1
7024,5,152513,False,0.0,1,1,0,0
7025,3,112238,False,0.0,1,0,1,0
7026,22,125833,False,0.0,1,0,1,0
7027,3,203007,False,0.0,1,1,0,0
7028,60,219622,False,0.0,1,1,0,0
7029,82,203742,False,0.0,1,1,0,0
7030,10,202505,False,0.0,1,1,0,0
7031,60,41062,False,0.0,1,0,0,1
7032,2,120653,False,0.0,1,0,1,0
7033,18,158114,False,0.0,1,1,0,0
7034,27,155078,False,0.0,1,1,0,0
7035,82,205863,False,0.0,1,1,0,0
7036,72,114533,False,0.0,1,0,1,0
7037,24,202307,False,0.0,1,1,0,0
7038,33,155083,False,0.0,1,1,0,0
7039,27,123737,False,0.0,1,0,1,0
7040,92,39910,False,0.0,1,0,0,1
7041,91,39690,False,0.0,1,0,0,1
7042,71,114533,False,0.0,1,0,1,0
7043,8,202307,False,0.0,1,1,0,0
7044,97,93188,False,0.0,1,0,1,0
7045,51,103681,False,0.0,1,0,1,0
7046,20,158114,False,0.0,1,1,0,0
7047,6,152513,False,0.0,1,1,0,0
7048,67,114533,False,0.0,1,0,1,0
7049,98,93188,False,0.0,1,0,1,0
7050,23,196321,False,0.0,1,1,0,0
7051,59,219622,False,0.0,1,1,0,0
7052,32,155083,False,0.0,1,1,0,0
7053,85,203742,False,0.0,1,1,0,0
7054,20,206302,False,0.0,1,1,0,0
7055,97,37392,False,0.0,1,0,1,0
7056,85,93638,False,0.0,1,0,1,0
7057,2,203007,False,0.0,1,1,0,0
7058,55,126512,False,0.0,1,0,1,0
7059,18,39910,False,0.0,1,1,0,0
7060,83,203742,False,0.0,1,1,0,0
7061,1,120653,False,0.0,1,0,1,0
7062,21,206302,False,0.0,1,1,0,0
7063,28,123737,False,0.0,1,0,1,0
7064,44,155078,False,0.0,1,1,0,0
7065,90,39690,False,0.0,1,0,0,1
7066,23,123737,False,0.0,1,0,1,0
7067,85,128107,False,0.0,1,0,1,0
7068,14,39910,False,0.0,1,0,0,1
7069,67,93638,False,0.0,1,0,1,0
7070,38,184109,False,0.0,1,1,0,0
7071,95,37392,False,0.0,1,0,1,0
7072,37,155083,False,0.0,1,1,0,0
7073,50,203742,False,0.0,1,1,0,0
7074,29,206302,False,0.0,1,1,0,0
7075,83,219622,False,0.0,1,1,0,0
7076,83,128107,False,0.0,1,0,1,0
7077,13,203007,False,0.0,1,1,0,0
7078,49,203742,False,0.0,1,1,0,0
7079,81,205863,False,0.0,1,1,0,0
7080,79,151315,False,0.0,1,1,0,0
7081,93,207499,False,0.0,1,1,0,0
7082,20,120653,False,0.0,1,0,1,0
7083,16,125833,False,0.0,1,0,1,0
7084,60,93638,False,0.0,1,0,1,0
7085,6,158114,False,0.0,1,1,0,0
7086,18,123737,False,0.0,1,0,1,0
7087,7,158114,False,0.0,1,1,0,0
7088,85,39910,False,0.0,1,0,0,1
7089,14,39910,False,0.0,1,1,0,0
7090,19,123737,False,0.0,1,0,1,0
7091,54,203742,False,0.0,1,1,0,0
7092,92,114533,False,0.0,1,0,1,0
7093,71,93638,False,0.0,1,0,1,0
7094,94,207499,False,0.0,1,1,0,0
7095,8,158114,False,0.0,1,1,0,0
7096,23,202307,False,0.0,1,1,0,0
7097,18,120653,False,0.0,1,0,1,0
7098,17,196321,False,0.0,1,1,0,0
7099,74,126512,False,0.0,1,0,1,0
7100,52,203742,False,0.0,1,1,0,0
7101,92,39690,False,0.0,1,0,0,1
7102,87,128107,False,0.0,1,0,1,0
7103,10,70713,False,0.0,1,0,1,0
7104,93,114533,False,0.0,1,0,1,0
7105,19,120653,False,0.0,1,0,1,0
7106,32,155078,False,0.0,1,1,0,0
7107,17,202505,False,0.0,1,1,0,0
7108,82,151315,False,0.0,1,1,0,0
7109,9,70713,False,0.0,1,0,1,0
7110,79,126512,False,0.0,1,0,1,0
7111,17,123737,False,0.0,1,0,1,0
7112,46,203742,False,0.0,1,1,0,0
7113,80,126512,False,0.0,1,0,1,0
7114,14,203007,False,0.0,1,1,0,0
7115,16,39910,False,0.0,1,0,0,1
7116,93,39690,False,0.0,1,0,0,1
7117,81,128107,False,0.0,1,0,1,0
7118,16,203007,False,0.0,1,1,0,0
7119,19,202505,False,0.0,1,1,0,0
7120,87,39910,False,0.0,1,0,0,1
7121,13,39910,False,0.0,1,1,0,0
7122,80,128107,False,0.0,1,0,1,0
7123,8,39910,False,0.0,1,0,0,1
7124,74,41062,False,0.0,1,0,0,1
7125,6,118221,False,0.0,1,0,1,0
7126,23,120653,False,0.0,1,0,1,0
7127,8,70713,False,0.0,1,0,1,0
7128,14,125833,False,0.0,1,0,1,0
7129,97,114533,False,0.0,1,0,1,0
7130,58,103681,False,0.0,1,0,1,0
7131,31,206302,False,0.0,1,1,0,0
7132,17,125833,False,0.0,1,0,1,0
7133,87,219622,False,0.0,1,1,0,0
7134,35,118221,False,0.0,1,0,1,0
7135,85,219622,False,0.0,1,1,0,0
7136,95,114533,False,0.0,1,0,1,0
7137,18,202505,False,0.0,1,1,0,0
7138,33,155078,False,0.0,1,1,0,0
7139,59,93638,False,0.0,1,0,1,0
7140,82,128107,False,0.0,1,0,1,0
7141,5,158114,False,0.0,1,1,0,0
7142,17,219622,False,0.0,1,1,0,0
7143,38,155083,False,0.0,1,1,0,0
7144,21,120653,False,0.0,1,0,1,0
7145,47,203742,False,0.0,1,1,0,0
7146,85,39690,False,0.0,1,0,0,1
7147,16,196321,False,0.0,1,1,0,0
7148,30,206302,False,0.0,1,1,0,0
7149,4,158114,False,0.0,1,1,0,0
7150,96,114533,False,0.0,1,0,1,0
7151,34,205863,False,0.0,1,1,0,0
7152,92,207499,False,0.0,1,1,0,0
7153,22,120653,False,0.0,1,0,1,0
7154,16,123737,False,0.0,1,0,1,0
7155,9,120653,False,0.0,1,0,1,0
7156,12,203007,False,0.0,1,1,0,0
7157,17,120653,False,0.0,1,0,1,0
7158,9,203007,False,0.0,1,1,0,0
7159,22,151315,False,0.0,1,1,0,0
7160,59,203742,False,0.0,1,1,0,0
7161,85,114533,False,0.0,1,0,1,0
7162,11,120653,False,0.0,1,0,1,0
7163,26,206302,False,0.0,1,1,0,0
7164,79,93638,False,0.0,1,0,1,0
7165,12,70713,False,0.0,1,0,1,0
7166,22,123737,False,0.0,1,0,1,0
7167,93,128107,False,0.0,1,0,1,0
7168,14,202505,False,0.0,1,1,0,0
7169,96,207499,False,0.0,1,1,0,0
7170,59,202307,False,0.0,1,1,0,0
7171,10,158114,False,0.0,1,1,0,0
7172,80,219622,False,0.0,1,1,0,0
7173,18,125833,False,0.0,1,0,1,0
7174,87,114533,False,0.0,1,0,1,0
7175,12,120653,False,0.0,1,0,1,0
7176,52,151315,False,0.0,1,1,0,0
7177,13,39910,False,0.0,1,0,0,1
7178,97,205863,False,0.0,1,1,0,0
7179,67,126512,False,0.0,1,0,1,0
7180,41,184109,False,0.0,1,1,0,0
7181,25,206302,False,0.0,1,1,0,0
7182,97,207499,False,0.0,1,1,0,0
7183,96,37392,False,0.0,1,0,1,0
7184,8,203007,False,0.0,1,1,0,0
7185,54,103681,False,0.0,1,0,1,0
7186,12,158114,False,0.0,1,1,0,0
7187,8,39690,False,0.0,1,0,0,1
7188,16,39910,False,0.0,1,1,0,0
7189,90,39690,False,0.0,1,0,0,1
7190,95,128107,False,0.0,1,0,1,0
7191,10,120653,False,0.0,1,0,1,0
7192,20,196321,False,0.0,1,1,0,0
7193,30,155078,False,0.0,1,1,0,0
7194,79,219622,False,0.0,1,1,0,0
7195,19,125833,False,0.0,1,0,1,0
7196,35,155083,False,0.0,1,1,0,0
7197,60,203742,False,0.0,1,1,0,0
7198,11,158114,False,0.0,1,1,0,0
7199,34,118221,False,0.0,1,0,1,0
7200,71,126512,False,0.0,1,0,1,0
7201,91,151315,False,0.0,1,1,0,0
7202,41,202307,False,0.0,1,1,0,0
7203,95,207499,False,0.0,1,1,0,0
7204,20,123737,False,0.0,1,0,1,0
7205,11,70713,False,0.0,1,0,1,0
7206,46,37392,False,0.0,1,0,1,0
7207,9,202307,False,0.0,1,1,0,0
7208,28,206302,False,0.0,1,1,0,0
7209,55,203742,False,0.0,1,1,0,0
7210,97,202307,False,0.0,1,1,0,0
7211,59,151315,False,0.0,1,1,0,0
7212,72,93638,False,0.0,1,0,1,0
7213,9,39690,False,0.0,1,0,0,1
7214,90,39910,False,0.0,1,0,0,1
7215,16,120653,False,0.0,1,0,1,0
7216,55,103681,False,0.0,1,0,1,0
7217,9,158114,False,0.0,1,1,0,0
7218,11,203007,False,0.0,1,1,0,0
7219,72,41062,False,0.0,1,0,0,1
7220,16,37392,False,0.0,1,0,1,0
7221,90,128107,False,0.0,1,0,1,0
7222,91,114533,False,0.0,1,0,1,0
7223,82,219622,False,0.0,1,1,0,0
7224,16,202505,False,0.0,1,1,0,0
7225,56,203742,False,0.0,1,1,0,0
7226,21,123737,False,0.0,1,0,1,0
7227,58,203742,False,0.0,1,1,0,0
7228,91,39690,False,0.0,1,0,0,1
7229,92,128107,False,0.0,1,0,1,0
7230,74,93638,False,0.0,1,0,1,0
7231,79,118221,False,0.0,1,0,1,0
7232,90,114533,False,0.0,1,0,1,0
7233,87,39690,False,0.0,1,0,0,1
7234,13,120653,False,0.0,1,0,1,0
7235,27,206302,False,0.0,1,1,0,0
7236,91,128107,False,0.0,1,0,1,0
7237,9,39910,False,0.0,1,0,0,1
7238,40,184109,False,0.0,1,1,0,0
7239,10,203007,False,0.0,1,1,0,0
7240,31,155078,False,0.0,1,1,0,0
7241,81,219622,False,0.0,1,1,0,0
7242,14,120653,False,0.0,1,0,1,0
7243,18,196321,False,0.0,1,1,0,0
7244,36,155083,False,0.0,1,1,0,0
7245,72,126512,False,0.0,1,0,1,0
7246,34,93638,False,0.0,1,0,1,0
7247,98,126512,False,0.0,1,0,1,0
7248,7,200898,False,0.0,1,1,0,0
7249,93,206302,False,0.0,1,1,0,0
7250,91,155078,False,0.0,1,1,0,0
7251,56,200898,False,0.0,1,1,0,0
7252,79,155083,False,0.0,1,1,0,0
7253,60,203819,False,0.0,1,1,0,0
7254,5,128107,False,0.0,1,0,1,0
7255,56,203819,False,0.0,1,1,0,0
7256,48,202307,False,0.0,1,1,0,0
7257,71,155078,False,0.0,1,1,0,0
7258,18,203819,False,0.0,1,1,0,0
7259,46,118221,False,0.0,1,0,1,0
7260,59,203819,False,0.0,1,1,0,0
7261,46,202505,False,0.0,1,1,0,0
7262,14,202307,False,0.0,1,1,0,0
7263,8,39690,False,0.0,1,1,0,0
7264,58,203819,False,0.0,1,1,0,0
7265,19,207499,False,0.0,1,1,0,0
7266,21,184109,False,0.0,1,1,0,0
7267,93,155083,False,0.0,1,1,0,0
7268,17,203819,False,0.0,1,1,0,0
7269,92,206302,False,0.0,1,1,0,0
7270,55,151315,False,0.0,1,1,0,0
7271,22,184109,False,0.0,1,1,0,0
7272,58,200898,False,0.0,1,1,0,0
7273,5,37392,False,0.0,1,0,1,0
7274,7,128107,False,0.0,1,0,1,0
7275,72,203007,False,0.0,1,1,0,0
7276,81,151315,False,0.0,1,1,0,0
7277,14,93638,False,0.0,1,0,1,0
7278,9,151315,False,0.0,1,1,0,0
7279,97,41062,False,0.0,1,0,0,1
7280,55,203819,False,0.0,1,1,0,0
7281,36,207499,False,0.0,1,1,0,0
7282,16,203819,False,0.0,1,1,0,0
7283,6,128107,False,0.0,1,0,1,0
7284,74,203007,False,0.0,1,1,0,0
7285,45,202505,False,0.0,1,1,0,0
7286,28,200898,False,0.0,1,1,0,0
7287,79,202505,False,0.0,1,1,0,0
7288,18,207499,False,0.0,1,1,0,0
7289,67,203819,False,0.0,1,1,0,0
7290,20,203819,False,0.0,1,1,0,0
7291,11,184109,False,0.0,1,1,0,0
7292,4,128107,False,0.0,1,0,1,0
7293,29,200898,False,0.0,1,1,0,0
7294,52,202307,False,0.0,1,1,0,0
7295,98,39910,False,0.0,1,0,0,1
7296,54,200898,False,0.0,1,1,0,0
7297,60,203819,False,0.0,1,1,0,0
7298,2,128107,False,0.0,1,0,1,0
7299,48,202505,False,0.0,1,1,0,0
7300,6,39690,False,0.0,1,1,0,0
7301,80,155083,False,0.0,1,1,0,0
7302,23,203819,False,0.0,1,1,0,0
7303,92,155083,False,0.0,1,1,0,0
7304,56,203819,False,0.0,1,1,0,0
7305,34,207499,False,0.0,1,1,0,0
7306,90,155078,False,0.0,1,1,0,0
7307,5,39690,False,0.0,1,1,0,0
7308,80,203007,False,0.0,1,1,0,0
7309,31,39690,False,0.0,1,0,0,1
7310,72,155078,False,0.0,1,1,0,0
7311,11,93638,False,0.0,1,0,1,0
7312,81,203007,False,0.0,1,1,0,0
7313,30,200898,False,0.0,1,1,0,0
7314,54,203819,False,0.0,1,1,0,0
7315,59,203819,False,0.0,1,1,0,0
7316,59,39910,False,0.0,1,0,0,1
7317,35,207499,False,0.0,1,1,0,0
7318,79,203007,False,0.0,1,1,0,0
7319,97,103681,False,0.0,1,0,1,0
7320,3,128107,False,0.0,1,0,1,0
7321,55,200898,False,0.0,1,1,0,0
7322,40,39910,False,0.0,1,0,0,1
7323,13,93638,False,0.0,1,0,1,0
7324,74,202505,False,0.0,1,1,0,0
7325,87,103681,False,0.0,1,0,1,0
7326,7,39690,False,0.0,1,1,0,0
7327,95,39910,False,0.0,1,0,0,1
7328,58,203819,False,0.0,1,1,0,0
7329,16,151315,False,0.0,1,1,0,0
7330,21,203819,False,0.0,1,1,0,0
7331,12,93638,False,0.0,1,0,1,0
7332,46,39690,False,0.0,1,0,0,1
7333,20,207499,False,0.0,1,1,0,0
7334,94,206302,False,0.0,1,1,0,0
7335,22,203819,False,0.0,1,1,0,0
7336,56,151315,False,0.0,1,1,0,0
7337,92,41062,False,0.0,1,0,0,1
7338,56,118221,False,0.0,1,0,1,0
7339,71,203819,False,0.0,1,1,0,0
7340,14,207499,False,0.0,1,1,0,0
7341,49,203819,False,0.0,1,1,0,0
7342,9,184109,False,0.0,1,1,0,0
7343,11,128107,False,0.0,1,0,1,0
7344,10,203819,False,0.0,1,1,0,0
7345,95,155083,False,0.0,1,1,0,0
7346,67,203007,False,0.0,1,1,0,0
7347,81,202505,False,0.0,1,1,0,0
7348,60,203007,False,0.0,1,1,0,0
7349,42,202505,False,0.0,1,1,0,0
7350,13,39690,False,0.0,1,1,0,0
7351,93,155078,False,0.0,1,1,0,0
7352,60,155078,False,0.0,1,1,0,0
7353,25,200898,False,0.0,1,1,0,0
7354,80,203819,False,0.0,1,1,0,0
7355,11,203819,False,0.0,1,1,0,0
7356,38,39910,False,0.0,1,0,0,1
7357,10,128107,False,0.0,1,0,1,0
7358,83,103681,False,0.0,1,0,1,0
7359,67,200898,False,0.0,1,1,0,0
